,0,1,2,3,F
2004,0.8077488096708025,-1.1612814418536237,-0.5157730024878907,0.6345136277304042,0.072
2005,0.34444094113012,-0.756242650205215,-0.9029532406586693,-0.5969483531603462,-0.213
2006,2.4241352913134437,2.254729330903088,0.019243953734014857,-0.872269944301077,1.433
2007,2.758924052353638,1.2800137996099554,-2.14843080074609,0.5044232857004761,1.159
2008,3.5507399386555876,1.1606572405316575,1.1160709929894712,-1.2859838606348448,1.805
2009,-0.1613491689317238,0.803862121896131,3.617138936134617,0.5342826044835445,0.714
2010,2.160045725951968,-1.2217277265961533,0.3635253215001897,2.1923983485175427,0.913
2011,0.5445106229730247,-1.1918640047986846,-0.057901370268157816,0.4456075412700851,0.007
2012,-1.7064142620643752,-0.8780370063961357,0.5600621451658012,-0.09939814967533701,-0.834
2013,-1.7064142620643752,-0.8780370063961357,0.5600621451658012,-0.09939814967533701,-0.834
2014,1.0245876041007684,-1.822948830195739,-0.3731517715257037,0.10703294089337252,-0.006
2015,-0.9936535558365164,-1.0347882452133754,-0.01776665267575029,-1.637127571723139,-0.8
2016,-2.461644960709522,1.819709368717737,-0.9720765078690711,0.8431426670708907,-0.721
2017,-1.219799924971582,-1.4826580844967443,-0.628259454499071,-1.185032274569739,-1.044
2018,-2.485049208665394,2.4433195774571463,-0.48845284128402205,0.3216696607194025,-0.571
2019,-2.880807642905863,0.6652935570360908,-0.131337852675471,0.19308762735410165,-1.079
